wavelength,absorption,publication,medium,attenuation,scattering,attenuation_error,absorption_error,measurement
456.0,0.012,buiteveld94,pure water,,,,,
458.0,0.012199999999999999,buiteveld94,pure water,,,,,
460.0,0.012400000000000001,buiteveld94,pure water,,,,,
462.0,0.0126,buiteveld94,pure water,,,,,
464.0,0.012799999999999999,buiteveld94,pure water,,,,,
466.0,0.013,buiteveld94,pure water,,,,,
468.0,0.013300000000000001,buiteveld94,pure water,,,,,
470.0,0.0135,buiteveld94,pure water,,,,,
472.0,0.0138,buiteveld94,pure water,,,,,
474.0,0.014100000000000001,buiteveld94,pure water,,,,,
476.0,0.0144,buiteveld94,pure water,,,,,
478.0,0.014799999999999999,buiteveld94,pure water,,,,,
480.0,0.015200000000000002,buiteveld94,pure water,,,,,
482.0,0.0157,buiteveld94,pure water,,,,,
484.0,0.0162,buiteveld94,pure water,,,,,
486.0,0.0167,buiteveld94,pure water,,,,,
488.0,0.0174,buiteveld94,pure water,,,,,
490.0,0.0181,buiteveld94,pure water,,,,,
492.0,0.0189,buiteveld94,pure water,,,,,
494.0,0.019799999999999998,buiteveld94,pure water,,,,,
496.0,0.020900000000000002,buiteveld94,pure water,,,,,
498.0,0.0223,buiteveld94,pure water,,,,,
500.0,0.0238,buiteveld94,pure water,,,,,
502.0,0.025500000000000002,buiteveld94,pure water,,,,,
504.0,0.0273,buiteveld94,pure water,,,,,
506.0,0.0291,buiteveld94,pure water,,,,,
508.0,0.031,buiteveld94,pure water,,,,,
510.0,0.0329,buiteveld94,pure water,,,,,
512.0,0.0349,buiteveld94,pure water,,,,,
514.0,0.0368,buiteveld94,pure water,,,,,
516.0,0.0386,buiteveld94,pure water,,,,,
518.0,0.0404,buiteveld94,pure water,,,,,
520.0,0.0409,buiteveld94,pure water,,,,,
522.0,0.0416,buiteveld94,pure water,,,,,
524.0,0.0409,buiteveld94,pure water,,,,,
526.0,0.0427,buiteveld94,pure water,,,,,
528.0,0.0423,buiteveld94,pure water,,,,,
530.0,0.0429,buiteveld94,pure water,,,,,
532.0,0.0445,buiteveld94,pure water,,,,,
534.0,0.0456,buiteveld94,pure water,,,,,
536.0,0.047,buiteveld94,pure water,,,,,
538.0,0.048,buiteveld94,pure water,,,,,
540.0,0.0495,buiteveld94,pure water,,,,,
542.0,0.0503,buiteveld94,pure water,,,,,
544.0,0.052700000000000004,buiteveld94,pure water,,,,,
546.0,0.0544,buiteveld94,pure water,,,,,
548.0,0.056400000000000006,buiteveld94,pure water,,,,,
550.0,0.0588,buiteveld94,pure water,,,,,
552.0,0.0611,buiteveld94,pure water,,,,,
554.0,0.0631,buiteveld94,pure water,,,,,
556.0,0.0646,buiteveld94,pure water,,,,,
558.0,0.0658,buiteveld94,pure water,,,,,
560.0,0.0672,buiteveld94,pure water,,,,,
562.0,0.0686,buiteveld94,pure water,,,,,
564.0,0.06989999999999999,buiteveld94,pure water,,,,,
566.0,0.0718,buiteveld94,pure water,,,,,
568.0,0.07339999999999999,buiteveld94,pure water,,,,,
570.0,0.0759,buiteveld94,pure water,,,,,
572.0,0.0787,buiteveld94,pure water,,,,,
574.0,0.0819,buiteveld94,pure water,,,,,
576.0,0.0858,buiteveld94,pure water,,,,,
578.0,0.0896,buiteveld94,pure water,,,,,
580.0,0.0952,buiteveld94,pure water,,,,,
582.0,0.1,buiteveld94,pure water,,,,,
584.0,0.10790000000000001,buiteveld94,pure water,,,,,
586.0,0.1159,buiteveld94,pure water,,,,,
588.0,0.1253,buiteveld94,pure water,,,,,
590.0,0.1356,buiteveld94,pure water,,,,,
592.0,0.1459,buiteveld94,pure water,,,,,
594.0,0.1567,buiteveld94,pure water,,,,,
596.0,0.16999999999999998,buiteveld94,pure water,,,,,
598.0,0.186,buiteveld94,pure water,,,,,
600.0,0.2224,buiteveld94,pure water,,,,,
602.0,0.2366,buiteveld94,pure water,,,,,
604.0,0.24480000000000002,buiteveld94,pure water,,,,,
606.0,0.2587,buiteveld94,pure water,,,,,
608.0,0.2653,buiteveld94,pure water,,,,,
610.0,0.2691,buiteveld94,pure water,,,,,
612.0,0.2715,buiteveld94,pure water,,,,,
614.0,0.27399999999999997,buiteveld94,pure water,,,,,
616.0,0.2764,buiteveld94,pure water,,,,,
618.0,0.2785,buiteveld94,pure water,,,,,
620.0,0.281,buiteveld94,pure water,,,,,
622.0,0.2839,buiteveld94,pure water,,,,,
624.0,0.2868,buiteveld94,pure water,,,,,
626.0,0.2893,buiteveld94,pure water,,,,,
628.0,0.2922,buiteveld94,pure water,,,,,
630.0,0.29550000000000004,buiteveld94,pure water,,,,,
632.0,0.2988,buiteveld94,pure water,,,,,
634.0,0.3011,buiteveld94,pure water,,,,,
636.0,0.3038,buiteveld94,pure water,,,,,
638.0,0.30760000000000004,buiteveld94,pure water,,,,,
640.0,0.3111,buiteveld94,pure water,,,,,
642.0,0.3144,buiteveld94,pure water,,,,,
644.0,0.3181,buiteveld94,pure water,,,,,
646.0,0.32230000000000003,buiteveld94,pure water,,,,,
648.0,0.3263,buiteveld94,pure water,,,,,
650.0,0.33149999999999996,buiteveld94,pure water,,,,,
652.0,0.3362,buiteveld94,pure water,,,,,
654.0,0.3423,buiteveld94,pure water,,,,,
656.0,0.3508,buiteveld94,pure water,,,,,
658.0,0.3636,buiteveld94,pure water,,,,,
660.0,0.3791,buiteveld94,pure water,,,,,
662.0,0.39309999999999995,buiteveld94,pure water,,,,,
664.0,0.4019,buiteveld94,pure water,,,,,
666.0,0.4072,buiteveld94,pure water,,,,,
668.0,0.4098,buiteveld94,pure water,,,,,
670.0,0.41219999999999996,buiteveld94,pure water,,,,,
672.0,0.415,buiteveld94,pure water,,,,,
674.0,0.41729999999999995,buiteveld94,pure water,,,,,
676.0,0.4223,buiteveld94,pure water,,,,,
678.0,0.42700000000000005,buiteveld94,pure water,,,,,
680.0,0.43179999999999996,buiteveld94,pure water,,,,,
682.0,0.43810000000000004,buiteveld94,pure water,,,,,
684.0,0.44580000000000003,buiteveld94,pure water,,,,,
686.0,0.4545,buiteveld94,pure water,,,,,
688.0,0.4646,buiteveld94,pure water,,,,,
690.0,0.47600000000000003,buiteveld94,pure water,,,,,
692.0,0.4903,buiteveld94,pure water,,,,,
694.0,0.5071,buiteveld94,pure water,,,,,
696.0,0.5244000000000001,buiteveld94,pure water,,,,,
698.0,0.547,buiteveld94,pure water,,,,,
700.0,0.5721999999999999,buiteveld94,pure water,,,,,
702.0,0.5995,buiteveld94,pure water,,,,,
704.0,0.6303,buiteveld94,pure water,,,,,
706.0,0.6628000000000001,buiteveld94,pure water,,,,,
708.0,0.6993,buiteveld94,pure water,,,,,
710.0,0.7414999999999999,buiteveld94,pure water,,,,,
712.0,0.7893000000000001,buiteveld94,pure water,,,,,
714.0,0.8444999999999999,buiteveld94,pure water,,,,,
716.0,0.9109,buiteveld94,pure water,,,,,
718.0,0.9871,buiteveld94,pure water,,,,,
720.0,1.0724,buiteveld94,pure water,,,,,
722.0,1.1679,buiteveld94,pure water,,,,,
724.0,1.2684000000000002,buiteveld94,pure water,,,,,
726.0,1.3719000000000001,buiteveld94,pure water,,,,,
728.0,1.4869999999999999,buiteveld94,pure water,,,,,
730.0,1.6211,buiteveld94,pure water,,,,,
732.0,1.7872,buiteveld94,pure water,,,,,
734.0,1.9917,buiteveld94,pure water,,,,,
736.0,2.2074,buiteveld94,pure water,,,,,
738.0,2.3942,buiteveld94,pure water,,,,,
740.0,2.5319000000000003,buiteveld94,pure water,,,,,
742.0,2.6231,buiteveld94,pure water,,,,,
744.0,2.6723,buiteveld94,pure water,,,,,
746.0,2.7021,buiteveld94,pure water,,,,,
748.0,2.7216,buiteveld94,pure water,,,,,
750.0,2.7334,buiteveld94,pure water,,,,,
752.0,2.7413,buiteveld94,pure water,,,,,
754.0,2.7478,buiteveld94,pure water,,,,,
756.0,2.7542,buiteveld94,pure water,,,,,
758.0,2.7628,buiteveld94,pure water,,,,,
760.0,2.771,buiteveld94,pure water,,,,,
762.0,2.7733,buiteveld94,pure water,,,,,
764.0,2.7742,buiteveld94,pure water,,,,,
766.0,2.7701,buiteveld94,pure water,,,,,
768.0,2.761,buiteveld94,pure water,,,,,
770.0,2.7542,buiteveld94,pure water,,,,,
772.0,2.7481999999999998,buiteveld94,pure water,,,,,
774.0,2.7305,buiteveld94,pure water,,,,,
776.0,2.7096999999999998,buiteveld94,pure water,,,,,
778.0,2.6896,buiteveld94,pure water,,,,,
780.0,2.659,buiteveld94,pure water,,,,,
782.0,2.6332,buiteveld94,pure water,,,,,
784.0,2.6062,buiteveld94,pure water,,,,,
786.0,2.5702,buiteveld94,pure water,,,,,
788.0,2.5335,buiteveld94,pure water,,,,,
790.0,2.4924,buiteveld94,pure water,,,,,
792.0,2.4480999999999997,buiteveld94,pure water,,,,,
794.0,2.4083,buiteveld94,pure water,,,,,
796.0,2.3742,buiteveld94,pure water,,,,,
798.0,2.3331999999999997,buiteveld94,pure water,,,,,
800.0,2.2932,buiteveld94,pure water,,,,,
200.0,6.9,hale73,pure water,,,,,
225.0,2.74,hale73,pure water,,,,,
250.0,1.68,hale73,pure water,,,,,
275.0,1.0699999999999998,hale73,pure water,,,,,
300.0,0.67,hale73,pure water,,,,,
325.0,0.418,hale73,pure water,,,,,
350.0,0.233,hale73,pure water,,,,,
375.0,0.117,hale73,pure water,,,,,
400.0,0.058,hale73,pure water,,,,,
425.0,0.038,hale73,pure water,,,,,
450.0,0.027999999999999997,hale73,pure water,,,,,
475.0,0.0247,hale73,pure water,,,,,
500.0,0.025,hale73,pure water,,,,,
525.0,0.032,hale73,pure water,,,,,
550.0,0.045,hale73,pure water,,,,,
575.0,0.079,hale73,pure water,,,,,
600.0,0.22999999999999998,hale73,pure water,,,,,
625.0,0.27999999999999997,hale73,pure water,,,,,
650.0,0.32,hale73,pure water,,,,,
675.0,0.415,hale73,pure water,,,,,
700.0,0.6,hale73,pure water,,,,,
725.0,1.59,hale73,pure water,,,,,
750.0,2.6,hale73,pure water,,,,,
775.0,2.4,hale73,pure water,,,,,
800.0,2.0,hale73,pure water,,,,,
810.0,1.9858,hale73,pure water,,,,,
820.0,2.3907000000000003,hale73,pure water,,,,,
825.0,2.8000000000000003,hale73,pure water,,,,,
830.0,2.9069000000000003,hale73,pure water,,,,,
840.0,3.4707000000000003,hale73,pure water,,,,,
850.0,4.3,hale73,pure water,,,,,
860.0,4.6759,hale73,pure water,,,,,
870.0,5.1998999999999995,hale73,pure water,,,,,
875.0,5.6000000000000005,hale73,pure water,,,,,
880.0,5.5978,hale73,pure water,,,,,
890.0,6.0432,hale73,pure water,,,,,
900.0,6.800000000000001,hale73,pure water,,,,,
910.0,7.291300000000001,hale73,pure water,,,,,
920.0,10.927000000000001,hale73,pure water,,,,,
925.0,14.399999999999999,hale73,pure water,,,,,
930.0,17.296,hale73,pure water,,,,,
940.0,26.737,hale73,pure water,,,,,
950.0,39.0,hale73,pure water,,,,,
960.0,42.0,hale73,pure water,,,,,
970.0,45.0,hale73,pure water,,,,,
975.0,45.0,hale73,pure water,,,,,
980.0,43.0,hale73,pure water,,,,,
990.0,41.0,hale73,pure water,,,,,
1000.0,36.0,hale73,pure water,,,,,
1020.0,27.0,hale73,pure water,,,,,
1040.0,16.0,hale73,pure water,,,,,
1060.0,12.0,hale73,pure water,,,,,
1080.0,13.0,hale73,pure water,,,,,
1100.0,17.0,hale73,pure water,,,,,
1120.0,52.0,hale73,pure water,,,,,
1140.0,66.0,hale73,pure water,,,,,
1160.0,89.0,hale73,pure water,,,,,
1180.0,104.0,hale73,pure water,,,,,
1200.0,104.0,hale73,pure water,,,,,
1220.0,95.0,hale73,pure water,,,,,
1240.0,88.0,hale73,pure water,,,,,
1260.0,89.0,hale73,pure water,,,,,
1280.0,98.0,hale73,pure water,,,,,
1300.0,111.00000000000001,hale73,pure water,,,,,
1320.0,138.0,hale73,pure water,,,,,
1340.0,183.0,hale73,pure water,,,,,
1360.0,277.0,hale73,pure water,,,,,
1380.0,610.0,hale73,pure water,,,,,
1400.0,1239.0,hale73,pure water,,,,,
1420.0,2212.0,hale73,pure water,,,,,
1440.0,2880.0,hale73,pure water,,,,,
1460.0,2840.0,hale73,pure water,,,,,
1480.0,2123.0,hale73,pure water,,,,,
1500.0,1759.0,hale73,pure water,,,,,
1520.0,1405.0,hale73,pure water,,,,,
1540.0,1183.0,hale73,pure water,,,,,
1560.0,967.0,hale73,pure water,,,,,
1580.0,795.0,hale73,pure water,,,,,
1600.0,672.0,hale73,pure water,,,,,
1620.0,582.0,hale73,pure water,,,,,
1640.0,498.00000000000006,hale73,pure water,,,,,
1660.0,454.0,hale73,pure water,,,,,
1680.0,449.0,hale73,pure water,,,,,
1700.0,444.00000000000006,hale73,pure water,,,,,
1720.0,511.00000000000006,hale73,pure water,,,,,
1740.0,614.0,hale73,pure water,,,,,
1760.0,714.0,hale73,pure water,,,,,
1780.0,811.9999999999999,hale73,pure water,,,,,
1800.0,802.9999999999999,hale73,pure water,,,,,
1820.0,898.0,hale73,pure water,,,,,
1840.0,1024.0,hale73,pure water,,,,,
1860.0,1419.0,hale73,pure water,,,,,
1880.0,3108.0,hale73,pure water,,,,,
1900.0,6614.0,hale73,pure water,,,,,
1920.0,11454.0,hale73,pure water,,,,,
1940.0,11983.0,hale73,pure water,,,,,
1960.0,10579.0,hale73,pure water,,,,,
1980.0,9203.0,hale73,pure water,,,,,
2000.0,6912.0,hale73,pure water,,,,,
2020.0,5599.0,hale73,pure water,,,,,
2040.0,4497.0,hale73,pure water,,,,,
2060.0,3904.0,hale73,pure water,,,,,
2080.0,3142.0,hale73,pure water,,,,,
2100.0,2693.0,hale73,pure water,,,,,
2120.0,2401.0,hale73,pure water,,,,,
2140.0,2055.0,hale73,pure water,,,,,
2160.0,1862.0,hale73,pure water,,,,,
2180.0,1729.0,hale73,pure water,,,,,
2200.0,1651.0000000000002,hale73,pure water,,,,,
2220.0,1613.0,hale73,pure water,,,,,
2240.0,1655.0,hale73,pure water,,,,,
2260.0,1723.9999999999998,hale73,pure water,,,,,
2280.0,1984.0,hale73,pure water,,,,,
2300.0,2240.0,hale73,pure water,,,,,
2320.0,2681.0,hale73,pure water,,,,,
2340.0,3195.0,hale73,pure water,,,,,
2360.0,3727.0000000000005,hale73,pure water,,,,,
2380.0,4330.0,hale73,pure water,,,,,
2400.0,5006.0,hale73,pure water,,,,,
2420.0,5972.0,hale73,pure water,,,,,
2440.0,6695.0,hale73,pure water,,,,,
2460.0,7662.0,hale73,pure water,,,,,
2480.0,8614.0,hale73,pure water,,,,,
2500.0,9048.0,hale73,pure water,,,,,
2520.0,10223.0,hale73,pure water,,,,,
2540.0,10884.0,hale73,pure water,,,,,
2560.0,11536.0,hale73,pure water,,,,,
2580.0,13151.0,hale73,pure water,,,,,
2600.0,15321.0,hale73,pure water,,,,,
2650.0,31772.000000000004,hale73,pure water,,,,,
2700.0,88430.0,hale73,pure water,,,,,
2750.0,269610.0,hale73,pure water,,,,,
2800.0,516120.0,hale73,pure water,,,,,
2850.0,815710.0,hale73,pure water,,,,,
2900.0,1161300.0,hale73,pure water,,,,,
2950.0,1269400.0,hale73,pure water,,,,,
3000.0,1139400.0,hale73,pure water,,,,,
3050.0,988829.9999999999,hale73,pure water,,,,,
3100.0,778310.0,hale73,pure water,,,,,
3150.0,538560.0,hale73,pure water,,,,,
3200.0,362860.0,hale73,pure water,,,,,
3250.0,235860.0,hale73,pure water,,,,,
3300.0,140130.0,hale73,pure water,,,,,
3350.0,97905.0,hale73,pure water,,,,,
3400.0,72072.0,hale73,pure water,,,,,
3450.0,48080.0,hale73,pure water,,,,,
3500.0,33750.0,hale73,pure water,,,,,
3600.0,17977.0,hale73,pure water,,,,,
3700.0,12227.0,hale73,pure water,,,,,
3800.0,11244.0,hale73,pure water,,,,,
3900.0,12244.0,hale73,pure water,,,,,
4000.0,14451.0,hale73,pure water,,,,,
4100.0,17200.0,hale73,pure water,,,,,
4200.0,20600.0,hale73,pure water,,,,,
4300.0,24700.0,hale73,pure water,,,,,
4400.0,29400.0,hale73,pure water,,,,,
4500.0,37400.0,hale73,pure water,,,,,
4600.0,40200.0,hale73,pure water,,,,,
4700.0,42000.0,hale73,pure water,,,,,
4800.0,39300.0,hale73,pure water,,,,,
4900.0,35100.0,hale73,pure water,,,,,
5000.0,31200.0,hale73,pure water,,,,,
5100.0,27400.0,hale73,pure water,,,,,
5200.0,24400.0,hale73,pure water,,,,,
5300.0,23200.0,hale73,pure water,,,,,
5400.0,24000.0,hale73,pure water,,,,,
5500.0,26500.0,hale73,pure water,,,,,
5600.0,31900.0,hale73,pure water,,,,,
5700.0,44800.0,hale73,pure water,,,,,
5800.0,71500.0,hale73,pure water,,,,,
5900.0,132500.0,hale73,pure water,,,,,
6000.0,224100.0,hale73,pure water,,,,,
6100.0,269900.0,hale73,pure water,,,,,
6200.0,178400.0,hale73,pure water,,,,,
6300.0,113700.0,hale73,pure water,,,,,
6400.0,88100.0,hale73,pure water,,,,,
6500.0,75800.0,hale73,pure water,,,,,
6600.0,67800.0,hale73,pure water,,,,,
6700.0,63200.0,hale73,pure water,,,,,
6800.0,60400.0,hale73,pure water,,,,,
6900.0,58600.0,hale73,pure water,,,,,
7000.0,57400.0,hale73,pure water,,,,,
7100.0,56600.0,hale73,pure water,,,,,
7200.0,56000.0,hale73,pure water,,,,,
7300.0,55400.0,hale73,pure water,,,,,
7400.0,55000.0,hale73,pure water,,,,,
7500.0,54600.0,hale73,pure water,,,,,
7600.0,54200.0,hale73,pure water,,,,,
7700.0,54000.0,hale73,pure water,,,,,
7800.0,54000.0,hale73,pure water,,,,,
7900.0,53900.0,hale73,pure water,,,,,
8000.0,53900.0,hale73,pure water,,,,,
8200.0,53800.0,hale73,pure water,,,,,
8400.0,54000.0,hale73,pure water,,,,,
8600.0,45300.0,hale73,pure water,,,,,
8800.0,55000.0,hale73,pure water,,,,,
9000.0,55700.0,hale73,pure water,,,,,
9200.0,56700.0,hale73,pure water,,,,,
9400.0,57900.0,hale73,pure water,,,,,
9600.0,59400.0,hale73,pure water,,,,,
9800.0,61400.0,hale73,pure water,,,,,
10000.0,63800.0,hale73,pure water,,,,,
10500.0,79200.0,hale73,pure water,,,,,
11000.0,110600.0,hale73,pure water,,,,,
11500.0,155200.0,hale73,pure water,,,,,
12000.0,208400.0,hale73,pure water,,,,,
12500.0,260400.0,hale73,pure water,,,,,
13000.0,294800.0,hale73,pure water,,,,,
13500.0,319300.0,hale73,pure water,,,,,
14000.0,332100.0,hale73,pure water,,,,,
14500.0,336300.0,hale73,pure water,,,,,
15000.0,336800.0,hale73,pure water,,,,,
15500.0,335600.0,hale73,pure water,,,,,
16000.0,331400.0,hale73,pure water,,,,,
16500.0,326000.0,hale73,pure water,,,,,
17000.0,317100.0,hale73,pure water,,,,,
17500.0,308100.0,hale73,pure water,,,,,
18000.0,297400.0,hale73,pure water,,,,,
18500.0,286000.0,hale73,pure water,,,,,
19000.0,273800.0,hale73,pure water,,,,,
19500.0,260400.0,hale73,pure water,,,,,
20000.0,246900.0,hale73,pure water,,,,,
30000.0,137400.0,hale73,pure water,,,,,
38000.0,119400.0,hale73,pure water,,,,,
50000.0,129200.0,hale73,pure water,,,,,
60000.0,122900.0,hale73,pure water,,,,,
70000.0,103400.0,hale73,pure water,,,,,
80000.0,85900.0,hale73,pure water,,,,,
90000.0,74800.0,hale73,pure water,,,,,
100000.0,66900.0,hale73,pure water,,,,,
200000.0,31700.0,hale73,pure water,,,,,
200.0,8.0,irvine68,pure water,,,,,
250.0,3.0,irvine68,pure water,,,,,
300.0,1.5,irvine68,pure water,,,,,
350.0,0.3,irvine68,pure water,,,,,
400.0,0.1,irvine68,pure water,,,,,
450.0,0.02,irvine68,pure water,,,,,
500.0,0.025,irvine68,pure water,,,,,
550.0,0.034999999999999996,irvine68,pure water,,,,,
600.0,0.15,irvine68,pure water,,,,,
650.0,0.25,irvine68,pure water,,,,,
700.0,0.6,irvine68,pure water,,,,,
750.0,2.5,irvine68,pure water,,,,,
760.0,2.6,irvine68,pure water,,,,,
800.0,2.1,irvine68,pure water,,,,,
806.0,2.0,irvine68,pure water,,,,,
850.0,4.1000000000000005,irvine68,pure water,,,,,
900.0,6.7,irvine68,pure water,,,,,
950.0,36.5,irvine68,pure water,,,,,
970.0,46.0,irvine68,pure water,,,,,
1000.0,35.5,irvine68,pure water,,,,,
1050.0,13.100000000000001,irvine68,pure water,,,,,
1060.0,12.8,irvine68,pure water,,,,,
1100.0,19.0,irvine68,pure water,,,,,
1150.0,80.0,irvine68,pure water,,,,,
1190.0,105.0,irvine68,pure water,,,,,
1200.0,102.0,irvine68,pure water,,,,,
1250.0,89.0,irvine68,pure water,,,,,
1258.0,88.0,irvine68,pure water,,,,,
1300.0,108.0,irvine68,pure water,,,,,
1350.0,270.0,irvine68,pure water,,,,,
1400.0,1300.0,irvine68,pure water,,,,,
1450.0,2600.0,irvine68,pure water,,,,,
1500.0,1730.0,irvine68,pure water,,,,,
1550.0,960.0,irvine68,pure water,,,,,
1600.0,620.0,irvine68,pure water,,,,,
1650.0,509.99999999999994,irvine68,pure water,,,,,
1660.0,500.0,irvine68,pure water,,,,,
1700.0,515.0,irvine68,pure water,,,,,
1750.0,640.0,irvine68,pure water,,,,,
1800.0,800.0,irvine68,pure water,,,,,
1850.0,950.0,irvine68,pure water,,,,,
1900.0,8050.0,irvine68,pure water,,,,,
1940.0,11400.0,irvine68,pure water,,,,,
1950.0,11000.0,irvine68,pure water,,,,,
2000.0,6800.0,irvine68,pure water,,,,,
2050.0,4100.0,irvine68,pure water,,,,,
2100.0,2600.0,irvine68,pure water,,,,,
2150.0,1900.0,irvine68,pure water,,,,,
2200.0,1600.0,irvine68,pure water,,,,,
2210.0,1550.0,irvine68,pure water,,,,,
2250.0,1700.0,irvine68,pure water,,,,,
2300.0,2300.0,irvine68,pure water,,,,,
2350.0,3000.0,irvine68,pure water,,,,,
2400.0,4200.0,irvine68,pure water,,,,,
2450.0,6100.0,irvine68,pure water,,,,,
2500.0,8300.0,irvine68,pure water,,,,,
2550.0,9700.0,irvine68,pure water,,,,,
2600.0,9900.0,irvine68,pure water,,,,,
2625.0,10900.0,irvine68,pure water,,,,,
2650.0,13100.0,irvine68,pure water,,,,,
2700.0,23500.0,irvine68,pure water,,,,,
2750.0,110000.0,irvine68,pure water,,,,,
2800.0,421200.0,irvine68,pure water,,,,,
2900.0,1058000.0,irvine68,pure water,,,,,
2950.0,1170000.0,irvine68,pure water,,,,,
3000.0,1086000.0,irvine68,pure water,,,,,
3100.0,743000.0,irvine68,pure water,,,,,
3200.0,370000.0,irvine68,pure water,,,,,
3300.0,165000.0,irvine68,pure water,,,,,
3400.0,69800.0,irvine68,pure water,,,,,
3500.0,33400.0,irvine68,pure water,,,,,
3600.0,19800.0,irvine68,pure water,,,,,
3750.0,11900.0,irvine68,pure water,,,,,
3830.0,11100.0,irvine68,pure water,,,,,
4000.0,15100.0,irvine68,pure water,,,,,
4500.0,41100.0,irvine68,pure water,,,,,
4660.0,46800.0,irvine68,pure water,,,,,
4800.0,43100.0,irvine68,pure water,,,,,
5000.0,30800.0,irvine68,pure water,,,,,
5260.0,22900.0,irvine68,pure water,,,,,
5500.0,27600.0,irvine68,pure water,,,,,
5800.0,69900.0,irvine68,pure water,,,,,
6000.0,213800.0,irvine68,pure water,,,,,
6050.0,232800.0,irvine68,pure water,,,,,
6400.0,85200.0,irvine68,pure water,,,,,
6500.0,79400.0,irvine68,pure water,,,,,
7000.0,61800.0,irvine68,pure water,,,,,
7500.0,57900.0,irvine68,pure water,,,,,
8000.0,56600.0,irvine68,pure water,,,,,
8500.0,55700.0,irvine68,pure water,,,,,
9000.0,56600.0,irvine68,pure water,,,,,
9500.0,57900.0,irvine68,pure water,,,,,
10000.0,66800.0,irvine68,pure water,,,,,
390.0,0.019,kopelevich76,pure water,,,,,
400.0,0.018000000000000002,kopelevich76,pure water,,,,,
410.0,0.017,kopelevich76,pure water,,,,,
420.0,0.016,kopelevich76,pure water,,,,,
430.0,0.015,kopelevich76,pure water,,,,,
440.0,0.015,kopelevich76,pure water,,,,,
450.0,0.013999999999999999,kopelevich76,pure water,,,,,
460.0,0.013999999999999999,kopelevich76,pure water,,,,,
470.0,0.013999999999999999,kopelevich76,pure water,,,,,
480.0,0.015,kopelevich76,pure water,,,,,
490.0,0.018000000000000002,kopelevich76,pure water,,,,,
500.0,0.022000000000000002,kopelevich76,pure water,,,,,
510.0,0.029,kopelevich76,pure water,,,,,
520.0,0.034,kopelevich76,pure water,,,,,
530.0,0.038,kopelevich76,pure water,,,,,
540.0,0.045,kopelevich76,pure water,,,,,
550.0,0.052,kopelevich76,pure water,,,,,
560.0,0.061,kopelevich76,pure water,,,,,
570.0,0.077,kopelevich76,pure water,,,,,
580.0,0.1,kopelevich76,pure water,,,,,
590.0,0.14300000000000002,kopelevich76,pure water,,,,,
600.0,0.212,kopelevich76,pure water,,,,,
667.0,0.4672,kou93b,pure water,,,,,
667.0,0.46540000000000004,kou93b,pure water,,,,,
668.0,0.46649999999999997,kou93b,pure water,,,,,
669.0,0.47340000000000004,kou93b,pure water,,,,,
670.0,0.47450000000000003,kou93b,pure water,,,,,
671.0,0.4757,kou93b,pure water,,,,,
672.0,0.47679999999999995,kou93b,pure water,,,,,
673.0,0.47800000000000004,kou93b,pure water,,,,,
674.0,0.481,kou93b,pure water,,,,,
675.0,0.48589999999999994,kou93b,pure water,,,,,
676.0,0.4908,kou93b,pure water,,,,,
676.0,0.4852,kou93b,pure water,,,,,
677.0,0.49,kou93b,pure water,,,,,
678.0,0.49300000000000005,kou93b,pure water,,,,,
679.0,0.49779999999999996,kou93b,pure water,,,,,
680.0,0.5008,kou93b,pure water,,,,,
681.0,0.5038,kou93b,pure water,,,,,
682.0,0.503,kou93b,pure water,,,,,
683.0,0.5078,kou93b,pure water,,,,,
684.0,0.5126000000000001,kou93b,pure water,,,,,
685.0,0.5173,kou93b,pure water,,,,,
686.0,0.5202,kou93b,pure water,,,,,
687.0,0.525,kou93b,pure water,,,,,
688.0,0.5315000000000001,kou93b,pure water,,,,,
689.0,0.5362,kou93b,pure water,,,,,
689.7,0.543,kou93b,pure water,,,,,
