wavelength,absorption,publication,medium,attenuation,scattering,attenuation_error,absorption_error,measurement
5117.7,27354.000000000004,wieliczka89,,,,,,
5120.3,27242.0,wieliczka89,,,,,,
5123.0,27154.000000000004,wieliczka89,,,,,,
5125.6,27067.0,wieliczka89,,,,,,
5128.2,26979.000000000004,wieliczka89,,,,,,
5130.8,26892.0,wieliczka89,,,,,,
5133.5,26805.0,wieliczka89,,,,,,
5136.1,26718.0,wieliczka89,,,,,,
5138.7,26655.0,wieliczka89,,,,,,
5141.4,26592.0,wieliczka89,,,,,,
5144.0,26505.0,wieliczka89,,,,,,
5146.7,26443.0,wieliczka89,,,,,,
5149.3,26381.0,wieliczka89,,,,,,
5152.0,26294.0,wieliczka89,,,,,,
5154.6,26232.0,wieliczka89,,,,,,
5157.3,26169.0,wieliczka89,,,,,,
5160.0,26107.0,wieliczka89,,,,,,
5162.6,26045.0,wieliczka89,,,,,,
5165.3,25983.0,wieliczka89,,,,,,
5168.0,25945.0,wieliczka89,,,,,,
5170.6,25883.0,wieliczka89,,,,,,
5173.3,25820.999999999996,wieliczka89,,,,,,
5176.0,25783.0,wieliczka89,,,,,,
5178.7,25722.000000000004,wieliczka89,,,,,,
5181.3,25683.999999999996,wieliczka89,,,,,,
5184.0,25645.999999999996,wieliczka89,,,,,,
5186.7,25585.0,wieliczka89,,,,,,
5189.4,25547.0,wieliczka89,,,,,,
5192.1,25510.0,wieliczka89,,,,,,
5194.8,25472.0,wieliczka89,,,,,,
5197.5,25459.0,wieliczka89,,,,,,
5200.2,25422.0,wieliczka89,,,,,,
5202.9,25384.0,wieliczka89,,,,,,
5205.6,25347.0,wieliczka89,,,,,,
5208.3,25310.0,wieliczka89,,,,,,
5211.0,25272.0,wieliczka89,,,,,,
5213.8,25259.0,wieliczka89,,,,,,
5216.5,25222.0,wieliczka89,,,,,,
5219.2,25209.0,wieliczka89,,,,,,
5221.9,25196.0,wieliczka89,,,,,,
5224.7,25158.0,wieliczka89,,,,,,
5227.4,25145.0,wieliczka89,,,,,,
5230.1,25108.0,wieliczka89,,,,,,
5232.9,25095.0,wieliczka89,,,,,,
5235.6,25082.0,wieliczka89,,,,,,
5238.3,25069.0,wieliczka89,,,,,,
5241.1,25056.0,wieliczka89,,,,,,
5243.8,25018.0,wieliczka89,,,,,,
5246.6,25005.0,wieliczka89,,,,,,
5249.3,24992.0,wieliczka89,,,,,,
5252.1,24979.0,wieliczka89,,,,,,
5254.9,24942.0,wieliczka89,,,,,,
5257.6,24929.0,wieliczka89,,,,,,
5260.4,24916.0,wieliczka89,,,,,,
5263.2,24879.0,wieliczka89,,,,,,
5265.9,24866.0,wieliczka89,,,,,,
5268.7,24829.0,wieliczka89,,,,,,
5271.5,24816.0,wieliczka89,,,,,,
5274.3,24755.0,wieliczka89,,,,,,
5277.0,24718.0,wieliczka89,,,,,,
5279.8,24681.0,wieliczka89,,,,,,
5282.6,24668.0,wieliczka89,,,,,,
5285.4,24655.0,wieliczka89,,,,,,
5288.2,24618.0,wieliczka89,,,,,,
5291.0,24582.0,wieliczka89,,,,,,
5293.8,24569.0,wieliczka89,,,,,,
5296.6,24556.0,wieliczka89,,,,,,
5299.4,24543.0,wieliczka89,,,,,,
5302.2,24530.0,wieliczka89,,,,,,
5305.0,24493.0,wieliczka89,,,,,,
5307.9,24480.0,wieliczka89,,,,,,
5310.7,24443.0,wieliczka89,,,,,,
5313.5,24407.0,wieliczka89,,,,,,
5316.3,24394.0,wieliczka89,,,,,,
5319.1,24381.0,wieliczka89,,,,,,
5322.0,24368.0,wieliczka89,,,,,,
5324.8,24331.0,wieliczka89,,,,,,
5327.7,24318.0,wieliczka89,,,,,,
5330.5,24282.0,wieliczka89,,,,,,
5333.3,24269.0,wieliczka89,,,,,,
5336.2,24256.0,wieliczka89,,,,,,
5339.0,24219.0,wieliczka89,,,,,,
5341.9,24206.0,wieliczka89,,,,,,
5344.7,24193.0,wieliczka89,,,,,,
5347.6,24181.0,wieliczka89,,,,,,
5350.5,24168.0,wieliczka89,,,,,,
5353.3,24178.0,wieliczka89,,,,,,
5356.2,24189.0,wieliczka89,,,,,,
5359.1,24176.0,wieliczka89,,,,,,
5361.9,24186.0,wieliczka89,,,,,,
5364.8,24197.0,wieliczka89,,,,,,
5367.7,24207.0,wieliczka89,,,,,,
5370.6,24218.0,wieliczka89,,,,,,
5373.5,24228.0,wieliczka89,,,,,,
5376.3,24238.0,wieliczka89,,,,,,
5379.2,24249.0,wieliczka89,,,,,,
5382.1,24282.0,wieliczka89,,,,,,
5385.0,24292.0,wieliczka89,,,,,,
5387.9,24303.0,wieliczka89,,,,,,
5390.8,24336.0,wieliczka89,,,,,,
5393.7,24346.0,wieliczka89,,,,,,
5396.7,24380.0,wieliczka89,,,,,,
5399.6,24413.0,wieliczka89,,,,,,
5402.5,24470.0,wieliczka89,,,,,,
5405.4,24526.0,wieliczka89,,,,,,
5408.3,24560.0,wieliczka89,,,,,,
5411.3,24616.0,wieliczka89,,,,,,
5414.2,24649.0,wieliczka89,,,,,,
5417.1,24705.0,wieliczka89,,,,,,
5420.1,24762.0,wieliczka89,,,,,,
5423.0,24818.0,wieliczka89,,,,,,
5425.9,24874.0,wieliczka89,,,,,,
5428.9,24930.0,wieliczka89,,,,,,
5431.8,24985.0,wieliczka89,,,,,,
5434.8,25041.0,wieliczka89,,,,,,
5437.7,25097.0,wieliczka89,,,,,,
5440.7,25153.0,wieliczka89,,,,,,
5443.7,25231.0,wieliczka89,,,,,,
5446.6,25287.0,wieliczka89,,,,,,
5449.6,25365.0,wieliczka89,,,,,,
5452.6,25421.0,wieliczka89,,,,,,
5455.5,25499.0,wieliczka89,,,,,,
5458.5,25577.0,wieliczka89,,,,,,
5461.5,25677.999999999996,wieliczka89,,,,,,
5464.5,25756.0,wieliczka89,,,,,,
5467.5,25833.999999999996,wieliczka89,,,,,,
5470.5,25912.0,wieliczka89,,,,,,
5473.5,26012.0,wieliczka89,,,,,,
5476.5,26113.0,wieliczka89,,,,,,
5479.5,26189.999999999996,wieliczka89,,,,,,
5482.5,26289.999999999996,wieliczka89,,,,,,
5485.5,26368.0,wieliczka89,,,,,,
5488.5,26468.0,wieliczka89,,,,,,
5491.5,26568.0,wieliczka89,,,,,,
5494.5,26667.0,wieliczka89,,,,,,
5497.5,26744.0,wieliczka89,,,,,,
5500.6,26844.0,wieliczka89,,,,,,
5503.6,26943.0,wieliczka89,,,,,,
5506.6,27042.0,wieliczka89,,,,,,
5509.6,27119.0,wieliczka89,,,,,,
5512.7,27239.999999999996,wieliczka89,,,,,,
5515.7,27317.0,wieliczka89,,,,,,
5518.8,27438.0,wieliczka89,,,,,,
5521.8,27514.0,wieliczka89,,,,,,
5524.9,27635.000000000004,wieliczka89,,,,,,
5527.9,27733.999999999996,wieliczka89,,,,,,
5531.0,27855.0,wieliczka89,,,,,,
5534.0,27952.999999999996,wieliczka89,,,,,,
5537.1,28074.0,wieliczka89,,,,,,
5540.2,28217.0,wieliczka89,,,,,,
5543.2,28314.0,wieliczka89,,,,,,
5546.3,28435.000000000004,wieliczka89,,,,,,
5549.4,28577.0,wieliczka89,,,,,,
5552.5,28697.000000000004,wieliczka89,,,,,,
5555.6,28817.0,wieliczka89,,,,,,
5558.6,28958.999999999996,wieliczka89,,,,,,
5561.7,29101.0,wieliczka89,,,,,,
5564.8,29243.0,wieliczka89,,,,,,
5567.9,29408.0,wieliczka89,,,,,,
5571.0,29527.0,wieliczka89,,,,,,
5574.1,29691.000000000004,wieliczka89,,,,,,
5577.2,29832.0,wieliczka89,,,,,,
5580.4,29995.0,wieliczka89,,,,,,
5583.5,30136.0,wieliczka89,,,,,,
5586.6,30322.000000000004,wieliczka89,,,,,,
5589.7,30485.000000000004,wieliczka89,,,,,,
5592.8,30670.0,wieliczka89,,,,,,
5596.0,30855.0,wieliczka89,,,,,,
5599.1,31062.0,wieliczka89,,,,,,
5602.2,31269.0,wieliczka89,,,,,,
5605.4,31498.0,wieliczka89,,,,,,
5608.5,31704.000000000004,wieliczka89,,,,,,
5611.7,31933.0,wieliczka89,,,,,,
5614.8,32161.0,wieliczka89,,,,,,
5618.0,32389.0,wieliczka89,,,,,,
5621.1,32639.0,wieliczka89,,,,,,
5624.3,32889.0,wieliczka89,,,,,,
5627.5,33161.0,wieliczka89,,,,,,
5630.6,33432.0,wieliczka89,,,,,,
5633.8,33703.0,wieliczka89,,,,,,
5637.0,33996.0,wieliczka89,,,,,,
5640.2,34289.0,wieliczka89,,,,,,
5643.3,34604.0,wieliczka89,,,,,,
5646.5,34896.0,wieliczka89,,,,,,
5649.7,35232.0,wieliczka89,,,,,,
5652.9,35590.0,wieliczka89,,,,,,
5656.1,35925.0,wieliczka89,,,,,,
5659.3,36305.0,wieliczka89,,,,,,
5662.5,36661.0,wieliczka89,,,,,,
5665.7,37040.0,wieliczka89,,,,,,
5668.9,37418.0,wieliczka89,,,,,,
5672.1,37840.0,wieliczka89,,,,,,
5675.4,38283.0,wieliczka89,,,,,,
5678.6,38704.0,wieliczka89,,,,,,
5681.8,39147.0,wieliczka89,,,,,,
5685.0,39589.0,wieliczka89,,,,,,
5688.3,40074.0,wieliczka89,,,,,,
5691.5,40581.0,wieliczka89,,,,,,
5694.8,41088.0,wieliczka89,,,,,,
5698.0,42057.0,wieliczka89,,,,,,
5701.3,42143.0,wieliczka89,,,,,,
5704.5,44895.0,wieliczka89,,,,,,
5707.8,47665.0,wieliczka89,,,,,,
5711.0,48826.0,wieliczka89,,,,,,
5714.3,49700.0,wieliczka89,,,,,,
5717.6,50397.0,wieliczka89,,,,,,
5720.8,51247.0,wieliczka89,,,,,,
5724.1,52029.99999999999,wieliczka89,,,,,,
5727.4,52855.99999999999,wieliczka89,,,,,,
5730.7,53679.99999999999,wieliczka89,,,,,,
5733.9,54439.0,wieliczka89,,,,,,
5737.2,55480.99999999999,wieliczka89,,,,,,
5740.5,56192.99999999999,wieliczka89,,,,,,
5743.8,56949.0,wieliczka89,,,,,,
5747.1,57637.0,wieliczka89,,,,,,
5750.4,58544.00000000001,wieliczka89,,,,,,
5753.7,59492.99999999999,wieliczka89,,,,,,
5757.1,60376.0,wieliczka89,,,,,,
5760.4,61257.00000000001,wieliczka89,,,,,,
5763.7,62159.0,wieliczka89,,,,,,
5767.0,63060.0,wieliczka89,,,,,,
5770.3,64091.0,wieliczka89,,,,,,
5773.7,65121.0,wieliczka89,,,,,,
5777.0,66171.0,wieliczka89,,,,,,
5780.3,67176.0,wieliczka89,,,,,,
5783.7,68158.0,wieliczka89,,,,,,
5787.0,69096.0,wieliczka89,,,,,,
5790.4,70228.0,wieliczka89,,,,,,
5793.7,71272.0,wieliczka89,,,,,,
5797.1,72358.0,wieliczka89,,,,,,
5800.5,73442.0,wieliczka89,,,,,,
5803.8,74829.0,wieliczka89,,,,,,
5807.2,75997.0,wieliczka89,,,,,,
5810.6,77272.0,wieliczka89,,,,,,
5814.0,78567.0,wieliczka89,,,,,,
5817.3,80012.0,wieliczka89,,,,,,
5820.7,81477.0,wieliczka89,,,,,,
5824.1,83069.0,wieliczka89,,,,,,
5827.5,84444.0,wieliczka89,,,,,,
5830.9,86313.0,wieliczka89,,,,,,
5834.3,87857.0,wieliczka89,,,,,,
5837.7,89657.0,wieliczka89,,,,,,
5841.1,91497.0,wieliczka89,,,,,,
5844.5,93100.0,wieliczka89,,,,,,
5848.0,94829.0,wieliczka89,,,,,,
5851.4,96727.0,wieliczka89,,,,,,
5854.8,98431.0,wieliczka89,,,,,,
5858.2,100260.0,wieliczka89,,,,,,
5861.7,102520.0,wieliczka89,,,,,,
5865.1,104430.0,wieliczka89,,,,,,
5868.5,105990.00000000001,wieliczka89,,,,,,
5872.0,108540.00000000001,wieliczka89,,,,,,
5875.4,110700.0,wieliczka89,,,,,,
5878.9,112820.0,wieliczka89,,,,,,
5882.4,115230.0,wieliczka89,,,,,,
5885.8,117830.0,wieliczka89,,,,,,
5889.3,120920.0,wieliczka89,,,,,,
5892.8,124200.0,wieliczka89,,,,,,
5896.2,126580.0,wieliczka89,,,,,,
5899.7,130250.0,wieliczka89,,,,,,
5903.2,133090.0,wieliczka89,,,,,,
5906.7,135730.0,wieliczka89,,,,,,
5910.2,138630.0,wieliczka89,,,,,,
5913.7,141670.0,wieliczka89,,,,,,
5917.2,144600.0,wieliczka89,,,,,,
5920.7,148080.0,wieliczka89,,,,,,
5924.2,150540.0,wieliczka89,,,,,,
5927.7,153550.0,wieliczka89,,,,,,
5931.2,156100.0,wieliczka89,,,,,,
5934.7,159820.0,wieliczka89,,,,,,
5938.2,165040.0,wieliczka89,,,,,,
5941.8,168220.0,wieliczka89,,,,,,
5945.3,170530.0,wieliczka89,,,,,,
5948.8,174080.0,wieliczka89,,,,,,
5952.4,192960.0,wieliczka89,,,,,,
5955.9,196090.0,wieliczka89,,,,,,
5959.5,199120.0,wieliczka89,,,,,,
5963.0,202200.0,wieliczka89,,,,,,
5966.6,206080.00000000003,wieliczka89,,,,,,
5970.1,209710.0,wieliczka89,,,,,,
5973.7,212669.99999999997,wieliczka89,,,,,,
5977.3,216540.0,wieliczka89,,,,,,
5980.9,220619.99999999997,wieliczka89,,,,,,
5984.4,223630.00000000003,wieliczka89,,,,,,
5988.0,226440.0,wieliczka89,,,,,,
5991.6,229450.0,wieliczka89,,,,,,
5995.2,233500.0,wieliczka89,,,,,,
5998.8,236500.0,wieliczka89,,,,,,
6002.4,239290.0,wieliczka89,,,,,,
6006.0,242710.0,wieliczka89,,,,,,
6009.6,245069.99999999997,wieliczka89,,,,,,
6013.2,247850.0,wieliczka89,,,,,,
6016.8,250000.0,wieliczka89,,,,,,
6020.5,251930.00000000003,wieliczka89,,,,,,
6024.1,253240.0,wieliczka89,,,,,,
6027.7,256430.00000000003,wieliczka89,,,,,,
6031.4,258350.0,wieliczka89,,,,,,
6035.0,260280.00000000003,wieliczka89,,,,,,
6038.6,260750.0,wieliczka89,,,,,,
6042.3,261419.99999999997,wieliczka89,,,,,,
6045.9,261890.0,wieliczka89,,,,,,
6049.6,263180.0,wieliczka89,,,,,,
6053.3,265100.0,wieliczka89,,,,,,
6056.9,265770.0,wieliczka89,,,,,,
6060.6,265820.0,wieliczka89,,,,,,
6064.3,266480.0,wieliczka89,,,,,,
6068.0,267360.0,wieliczka89,,,,,,
6071.6,267610.0,wieliczka89,,,,,,
6075.3,269100.0,wieliczka89,,,,,,
6079.0,270390.0,wieliczka89,,,,,,
6082.7,270220.0,wieliczka89,,,,,,
6086.4,271090.0,wieliczka89,,,,,,
6090.1,270920.0,wieliczka89,,,,,,
6093.8,268490.0,wieliczka89,,,,,,
6097.6,269770.0,wieliczka89,,,,,,
6101.3,269190.0,wieliczka89,,,,,,
6105.0,268000.0,wieliczka89,,,,,,
6108.7,267010.0,wieliczka89,,,,,,
6112.5,265410.0,wieliczka89,,,,,,
6116.2,264840.0,wieliczka89,,,,,,
6120.0,263030.0,wieliczka89,,,,,,
6123.7,262050.0,wieliczka89,,,,,,
6127.5,260869.99999999997,wieliczka89,,,,,,
6131.2,258660.0,wieliczka89,,,,,,
6135.0,256450.0,wieliczka89,,,,,,
6138.7,255469.99999999997,wieliczka89,,,,,,
6142.5,252040.0,wieliczka89,,,,,,
6146.3,249640.0,wieliczka89,,,,,,
6150.1,247440.0,wieliczka89,,,,,,
6153.8,244019.99999999997,wieliczka89,,,,,,
6157.6,241419.99999999997,wieliczka89,,,,,,
6161.4,237200.0,wieliczka89,,,,,,
6165.2,232360.0,wieliczka89,,,,,,
6169.0,229569.99999999997,wieliczka89,,,,,,
6172.8,225969.99999999997,wieliczka89,,,,,,
6176.7,222369.99999999997,wieliczka89,,,,,,
6180.5,218369.99999999997,wieliczka89,,,,,,
6184.3,213760.0,wieliczka89,,,,,,
6188.1,209569.99999999997,wieliczka89,,,,,,
6192.0,205380.00000000003,wieliczka89,,,,,,
6195.8,187630.0,wieliczka89,,,,,,
6199.6,183180.0,wieliczka89,,,,,,
6203.5,180470.0,wieliczka89,,,,,,
6207.3,178410.0,wieliczka89,,,,,,
6211.2,174380.0,wieliczka89,,,,,,
6215.0,169920.0,wieliczka89,,,,,,
6218.9,167190.0,wieliczka89,,,,,,
6222.8,163370.0,wieliczka89,,,,,,
6226.6,160630.0,wieliczka89,,,,,,
6230.5,158020.0,wieliczka89,,,,,,
6234.4,154860.0,wieliczka89,,,,,,
6238.3,151660.0,wieliczka89,,,,,,
6242.2,149230.0,wieliczka89,,,,,,
6246.1,145900.0,wieliczka89,,,,,,
6250.0,143000.0,wieliczka89,,,,,,
6253.9,140390.0,wieliczka89,,,,,,
6257.8,138320.0,wieliczka89,,,,,,
6261.7,135740.0,wieliczka89,,,,,,
6265.7,133650.0,wieliczka89,,,,,,
6269.6,131040.00000000001,wieliczka89,,,,,,
6273.5,128720.0,wieliczka89,,,,,,
6277.5,126920.0,wieliczka89,,,,,,
6281.4,124640.00000000001,wieliczka89,,,,,,
6285.4,122959.99999999999,wieliczka89,,,,,,
6289.3,121040.00000000001,wieliczka89,,,,,,
6293.3,119350.0,wieliczka89,,,,,,
6297.2,118040.00000000001,wieliczka89,,,,,,
6301.2,115870.0,wieliczka89,,,,,,
6305.2,114640.00000000001,wieliczka89,,,,,,
6309.1,113130.0,wieliczka89,,,,,,
6313.1,111930.0,wieliczka89,,,,,,
6317.1,110440.00000000001,wieliczka89,,,,,,
6321.1,109320.0,wieliczka89,,,,,,
6325.1,108120.0,wieliczka89,,,,,,
6329.1,106780.0,wieliczka89,,,,,,
6333.1,105620.0,wieliczka89,,,,,,
6337.1,104540.00000000001,wieliczka89,,,,,,
6341.2,103680.0,wieliczka89,,,,,,
6345.2,102370.0,wieliczka89,,,,,,
6349.2,101000.0,wieliczka89,,,,,,
6353.2,99886.0,wieliczka89,,,,,,
6357.3,99329.0,wieliczka89,,,,,,
6361.3,98238.0,wieliczka89,,,,,,
6365.4,97366.0,wieliczka89,,,,,,
6369.4,96673.0,wieliczka89,,,,,,
6373.5,95803.0,wieliczka89,,,,,,
6377.6,94836.0,wieliczka89,,,,,,
6381.6,93968.0,wieliczka89,,,,,,
6385.7,93436.0,wieliczka89,,,,,,
6389.8,92707.0,wieliczka89,,,,,,
6393.9,92078.0,wieliczka89,,,,,,
6398.0,91116.0,wieliczka89,,,,,,
6402.0,90586.0,wieliczka89,,,,,,
6406.1,89842.0,wieliczka89,,,,,,
6410.3,89059.0,wieliczka89,,,,,,
6414.4,88414.0,wieliczka89,,,,,,
6418.5,87672.0,wieliczka89,,,,,,
6422.6,86755.0,wieliczka89,,,,,,
6426.7,86230.0,wieliczka89,,,,,,
6430.9,85276.0,wieliczka89,,,,,,
6435.0,84791.0,wieliczka89,,,,,,
6439.1,84288.0,wieliczka89,,,,,,
6443.3,83726.0,wieliczka89,,,,,,
6447.5,83263.0,wieliczka89,,,,,,
6451.6,82508.0,wieliczka89,,,,,,
6455.8,82241.0,wieliczka89,,,,,,
6459.9,81526.0,wieliczka89,,,,,,
6464.1,80890.0,wieliczka89,,,,,,
6468.3,80236.0,wieliczka89,,,,,,
6472.5,79757.0,wieliczka89,,,,,,
6476.7,79123.0,wieliczka89,,,,,,
6480.9,78199.0,wieliczka89,,,,,,
6485.1,77626.0,wieliczka89,,,,,,
6489.3,76878.0,wieliczka89,,,,,,
6493.5,76344.0,wieliczka89,,,,,,
6497.7,75676.0,wieliczka89,,,,,,
6502.0,75047.0,wieliczka89,,,,,,
6506.2,74728.0,wieliczka89,,,,,,
6510.4,74119.0,wieliczka89,,,,,,
6514.7,73608.0,wieliczka89,,,,,,
6518.9,73194.0,wieliczka89,,,,,,
6523.2,72722.0,wieliczka89,,,,,,
6527.4,72290.0,wieliczka89,,,,,,
6531.7,71646.0,wieliczka89,,,,,,
6535.9,71273.0,wieliczka89,,,,,,
6540.2,70784.0,wieliczka89,,,,,,
6544.5,70373.0,wieliczka89,,,,,,
6548.8,70001.0,wieliczka89,,,,,,
6553.1,69322.0,wieliczka89,,,,,,
6557.4,69143.0,wieliczka89,,,,,,
6561.7,68676.0,wieliczka89,,,,,,
6566.0,68114.0,wieliczka89,,,,,,
6570.3,67649.0,wieliczka89,,,,,,
6574.6,67490.0,wieliczka89,,,,,,
6578.9,67235.0,wieliczka89,,,,,,
6583.3,66981.0,wieliczka89,,,,,,
6587.6,66746.0,wieliczka89,,,,,,
6592.0,66454.0,wieliczka89,,,,,,
6596.3,66239.0,wieliczka89,,,,,,
6600.7,66043.0,wieliczka89,,,,,,
6605.0,65847.0,wieliczka89,,,,,,
6609.4,65671.0,wieliczka89,,,,,,
6613.8,65437.0,wieliczka89,,,,,,
6618.1,65261.0,wieliczka89,,,,,,
6622.5,65104.0,wieliczka89,,,,,,
6626.9,64909.0,wieliczka89,,,,,,
6631.3,64733.00000000001,wieliczka89,,,,,,
6635.7,64596.0,wieliczka89,,,,,,
6640.1,64458.00000000001,wieliczka89,,,,,,
6644.5,64283.00000000001,wieliczka89,,,,,,
6648.9,64127.0,wieliczka89,,,,,,
6653.4,64009.0,wieliczka89,,,,,,
6657.8,63834.0,wieliczka89,,,,,,
6662.2,63716.0,wieliczka89,,,,,,
6666.7,63541.99999999999,wieliczka89,,,,,,
6671.1,63424.0,wieliczka89,,,,,,
6675.6,63230.99999999999,wieliczka89,,,,,,
6680.0,63189.0,wieliczka89,,,,,,
6684.5,63015.0,wieliczka89,,,,,,
6689.0,62935.0,wieliczka89,,,,,,
6693.4,62855.99999999999,wieliczka89,,,,,,
6697.9,62776.0,wieliczka89,,,,,,
6702.4,62659.0,wieliczka89,,,,,,
6706.9,62561.0,wieliczka89,,,,,,
6711.4,62425.0,wieliczka89,,,,,,
6715.9,62327.0,wieliczka89,,,,,,
6720.4,62116.99999999999,wieliczka89,,,,,,
6724.9,61982.00000000001,wieliczka89,,,,,,
6729.5,61903.0,wieliczka89,,,,,,
6734.0,61749.0,wieliczka89,,,,,,
6738.5,61689.0,wieliczka89,,,,,,
6743.1,61516.99999999999,wieliczka89,,,,,,
6747.6,61401.0,wieliczka89,,,,,,
6752.2,61248.0,wieliczka89,,,,,,
6756.8,61132.00000000001,wieliczka89,,,,,,
6761.3,60998.0,wieliczka89,,,,,,
6765.9,60920.00000000001,wieliczka89,,,,,,
6770.5,60766.99999999999,wieliczka89,,,,,,
6775.1,60596.0,wieliczka89,,,,,,
6779.7,60499.0,wieliczka89,,,,,,
6784.3,60384.0,wieliczka89,,,,,,
6788.9,60288.0,wieliczka89,,,,,,
6793.5,60154.0,wieliczka89,,,,,,
6798.1,60114.0,wieliczka89,,,,,,
6802.7,60016.99999999999,wieliczka89,,,,,,
6807.4,59921.0,wieliczka89,,,,,,
6812.0,59842.99999999999,wieliczka89,,,,,,
6816.6,59784.0,wieliczka89,,,,,,
6821.3,59707.00000000001,wieliczka89,,,,,,
6825.9,59574.0,wieliczka89,,,,,,
6830.6,59478.0,wieliczka89,,,,,,
6835.3,59455.99999999999,wieliczka89,,,,,,
6839.9,59397.0,wieliczka89,,,,,,
6844.6,59319.00000000001,wieliczka89,,,,,,
6849.3,59297.0,wieliczka89,,,,,,
6854.0,59220.00000000001,wieliczka89,,,,,,
6858.7,59142.99999999999,wieliczka89,,,,,,
6863.4,59029.0,wieliczka89,,,,,,
6868.1,58952.0,wieliczka89,,,,,,
6872.9,58875.0,wieliczka89,,,,,,
6877.6,58816.0,wieliczka89,,,,,,
6882.3,58721.0,wieliczka89,,,,,,
6887.1,58626.0,wieliczka89,,,,,,
6891.8,58549.0,wieliczka89,,,,,,
6896.6,58380.99999999999,wieliczka89,,,,,,
6901.3,58249.0,wieliczka89,,,,,,
6906.1,58064.0,wieliczka89,,,,,,
6910.9,57969.00000000001,wieliczka89,,,,,,
6915.6,57855.99999999999,wieliczka89,,,,,,
6920.4,57726.0,wieliczka89,,,,,,
6925.2,57649.0,wieliczka89,,,,,,
6930.0,57501.0,wieliczka89,,,,,,
6934.8,57388.0,wieliczka89,,,,,,
6939.6,57329.99999999999,wieliczka89,,,,,,
6944.4,57327.0,wieliczka89,,,,,,
6949.3,57269.00000000001,wieliczka89,,,,,,
6954.1,57229.0,wieliczka89,,,,,,
6958.9,57242.99999999999,wieliczka89,,,,,,
6963.8,57166.99999999999,wieliczka89,,,,,,
6968.6,57146.0,wieliczka89,,,,,,
6973.5,57070.00000000001,wieliczka89,,,,,,
6978.4,57066.0,wieliczka89,,,,,,
6983.2,57098.0,wieliczka89,,,,,,
6988.1,57076.0,wieliczka89,,,,,,
6993.0,57054.0,wieliczka89,,,,,,
6997.9,57032.00000000001,wieliczka89,,,,,,
7002.8,56921.0,wieliczka89,,,,,,
7007.7,56916.99999999999,wieliczka89,,,,,,
7012.6,56859.0,wieliczka89,,,,,,
7017.5,56765.0,wieliczka89,,,,,,
7022.5,56672.0,wieliczka89,,,,,,
7027.4,56650.0,wieliczka89,,,,,,
7032.3,56574.0,wieliczka89,,,,,,
7037.3,56499.0,wieliczka89,,,,,,
7042.3,56459.0,wieliczka89,,,,,,
7047.2,56348.0,wieliczka89,,,,,,
7052.2,56291.0,wieliczka89,,,,,,
7057.2,56233.00000000001,wieliczka89,,,,,,
7062.1,56176.0,wieliczka89,,,,,,
7067.1,56100.0,wieliczka89,,,,,,
7072.1,56025.0,wieliczka89,,,,,,
7077.1,56021.0,wieliczka89,,,,,,
7082.2,55928.0,wieliczka89,,,,,,
7087.2,55889.0,wieliczka89,,,,,,
7092.2,55866.99999999999,wieliczka89,,,,,,
7097.2,55862.0,wieliczka89,,,,,,
7102.3,55858.00000000001,wieliczka89,,,,,,
7107.3,55801.0,wieliczka89,,,,,,
7112.4,55814.0,wieliczka89,,,,,,
7117.4,55827.0,wieliczka89,,,,,,
7122.5,55804.99999999999,wieliczka89,,,,,,
7127.6,55854.0,wieliczka89,,,,,,
7132.7,55814.0,wieliczka89,,,,,,
7137.8,55774.0,wieliczka89,,,,,,
7142.9,55770.00000000001,wieliczka89,,,,,,
7148.0,55729.99999999999,wieliczka89,,,,,,
7153.1,55707.00000000001,wieliczka89,,,,,,
7158.2,55667.99999999999,wieliczka89,,,,,,
7163.3,55628.0,wieliczka89,,,,,,
7168.5,55588.0,wieliczka89,,,,,,
7173.6,55566.0,wieliczka89,,,,,,
7178.8,55578.0,wieliczka89,,,,,,
7183.9,55591.0,wieliczka89,,,,,,
7189.1,55586.0,wieliczka89,,,,,,
7194.2,55511.0,wieliczka89,,,,,,
7199.4,55523.0,wieliczka89,,,,,,
7204.6,55483.00000000001,wieliczka89,,,,,,
7209.8,55426.0,wieliczka89,,,,,,
7215.0,55403.0,wieliczka89,,,,,,
7220.2,55346.0,wieliczka89,,,,,,
7225.4,55323.0,wieliczka89,,,,,,
7230.7,55283.00000000001,wieliczka89,,,,,,
7235.9,55296.0,wieliczka89,,,,,,
7241.1,55238.0,wieliczka89,,,,,,
7246.4,55198.0,wieliczka89,,,,,,
7251.6,55176.0,wieliczka89,,,,,,
7256.9,55101.0,wieliczka89,,,,,,
7262.2,55061.0,wieliczka89,,,,,,
7267.4,55021.0,wieliczka89,,,,,,
7272.7,54980.99999999999,wieliczka89,,,,,,
7278.0,54976.0,wieliczka89,,,,,,
7283.3,54917.99999999999,wieliczka89,,,,,,
7288.6,54895.00000000001,wieliczka89,,,,,,
7293.9,54890.0,wieliczka89,,,,,,
7299.3,54866.99999999999,wieliczka89,,,,,,
7304.6,54844.00000000001,wieliczka89,,,,,,
7309.9,54821.0,wieliczka89,,,,,,
7315.3,54764.0,wieliczka89,,,,,,
7320.6,54758.00000000001,wieliczka89,,,,,,
7326.0,54770.00000000001,wieliczka89,,,,,,
7331.4,54747.0,wieliczka89,,,,,,
7336.8,54707.00000000001,wieliczka89,,,,,,
7342.1,54701.0,wieliczka89,,,,,,
